"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:3KCNiDi9Pza6ZD8FggNoaw","MODERN JAM (feat. Teezo Touchdown)","spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY, spotify:artist:0fGcIStdT1OpFFhOC7Wp36","Travis Scott, Teezo Touchdown","spotify:album:18NOKLkZETa4sWwLMIm0UZ","UTOPIA","spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY","Travis Scott","2023-07-28","https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44","1","3","255412","https://p.scdn.co/mp3-preview/a34601f7a5eba338862fc7673467712e6f002ba5?cid=9950ac751e34487dbbe027c4fd7f8e99","true","77","USSM12305006","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:2zXkELHmggcgtoHUspOSFC","Sticky Rice","spotify:artist:3EIX8WuD9ybB4ruz0MSilB, spotify:artist:5SyGEPymt1G2uto47tVWvZ, spotify:artist:4OYIkXBBN6ET96coWyWAXh","Lil Gnar, MadeinTYO, Germ","spotify:album:0vMCt6vOK6MChHOnMGo6it","Sticky Rice","spotify:artist:3EIX8WuD9ybB4ruz0MSilB, spotify:artist:5SyGEPymt1G2uto47tVWvZ","Lil Gnar, MadeinTYO","2018-06-05","https://i.scdn.co/image/ab67616d0000b2738017a31cfa0b2072f3d1660c","1","1","205033","https://p.scdn.co/mp3-preview/66a2c357f541aeb506934881f03c88ccd9fa0006?cid=9950ac751e34487dbbe027c4fd7f8e99","true","66","USJ3V2163145","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:2SrXt0JJEX9PfVSZuJ6dqg","Basketball (feat. Jermaine Dupri, Fabolous & Fundisha)","spotify:artist:7352aRY2mqSxBZwzUb6LmA, spotify:artist:6nfYGe7IIuuP5bMY1jkJP6, spotify:artist:0YWxKQj2Go9CGHCp77UOyy, spotify:artist:6rh2u7ghM7Dw1HnGmuBeSL","Bow Wow, Jermaine Dupri, Fabolous, Fundisha","spotify:album:2qrNcWEKMqCK9fi5DOmWc4","Music From The Motion Picture Like Mike","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2002-06-04","https://i.scdn.co/image/ab67616d0000b27306eab980fe7795f4e781cd72","1","1","198373","https://p.scdn.co/mp3-preview/8cb2a6bfcc5fa8dc6bffed6b198231786f422d61?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","USSM10208933","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:0NWVY7dD1FSl12v9WHBCeb","BRAND NEW","spotify:artist:79TnwjflPC7KqP9O4pXpDQ, spotify:artist:3Hxle1ifo8pdsakQ06MMUH","YSB Tril, Kill Jasper","spotify:album:75HR4FQ38boHANuFEGh0Hm","STARSTRUCK 2","spotify:artist:79TnwjflPC7KqP9O4pXpDQ","YSB Tril","2022-03-25","https://i.scdn.co/image/ab67616d0000b2735e90894ab7816c864434631f","1","2","192000","https://p.scdn.co/mp3-preview/02b237c02d0be6c05dd9e81ebaa3c0a183d05621?cid=9950ac751e34487dbbe027c4fd7f8e99","true","46","USLD91734862","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:5WoaF1B5XIEnWfmb5NZikf","Sky Walker (feat. Travis Scott)","spotify:artist:360IAlyVv4PCEVjgyMZrxK, spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY","Miguel, Travis Scott","spotify:album:05LEST8E8mkEIl2LRfUkcI","War & Leisure","spotify:artist:360IAlyVv4PCEVjgyMZrxK","Miguel","2017-12-01","https://i.scdn.co/image/ab67616d0000b2735e9dff10c31ac14c6c6c920d","1","3","259333","https://p.scdn.co/mp3-preview/c95b541168b5a8cb39c2d648060cee74cd68db7c?cid=9950ac751e34487dbbe027c4fd7f8e99","true","75","USRC11701703","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:3ZhTT6yjZwpPph5MIJ53XY","Red Roses (feat. Landon Cube)","spotify:artist:7d3WFRME3vBY2cgoP38RDo, spotify:artist:04ei5kNgmDuNAydFhhIHnD","Lil Skies, Landon Cube","spotify:album:0CuYNS755Ow710G2E7aLDE","Life of a Dark Rose","spotify:artist:7d3WFRME3vBY2cgoP38RDo","Lil Skies","2017-12-12","https://i.scdn.co/image/ab67616d0000b273c56dcd1015c1ffb8c56d2988","1","3","262544","https://p.scdn.co/mp3-preview/8fe2560ceb442de448608cceef1cafe5c880622c?cid=9950ac751e34487dbbe027c4fd7f8e99","true","69","USAT21704162","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:4gh0ZnHzaTMT1sDga7Ek0N","sdp interlude","spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY","Travis Scott","spotify:album:42WVQWuf1teDysXiOupIZt","Birds In The Trap Sing McKnight","spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY","Travis Scott","2016-09-16","https://i.scdn.co/image/ab67616d0000b273f54b99bf27cda88f4a7403ce","1","6","191622","https://p.scdn.co/mp3-preview/9dd2092505a3fec72bf3485e9d688ef1e1ee5e11?cid=9950ac751e34487dbbe027c4fd7f8e99","true","83","USSM11607552","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:3cRJJrseMqnpMolWPIXT44","Technically","spotify:artist:0fGcIStdT1OpFFhOC7Wp36","Teezo Touchdown","spotify:album:5AcRrIngUbjU5OGTvwPx3T","Technically","spotify:artist:0fGcIStdT1OpFFhOC7Wp36","Teezo Touchdown","2021-02-10","https://i.scdn.co/image/ab67616d0000b273a4bce211322a5c162ab05ce4","1","1","145873","https://p.scdn.co/mp3-preview/6a193b64392c90753df02e2b80f0c06f24c296ac?cid=9950ac751e34487dbbe027c4fd7f8e99","true","46","USRC12100053","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:7culXP38P58h83PXwLQqyg","Home To Another One","spotify:artist:2kRfqPViCqYdSGhYSM9R0Q","Madison Beer","spotify:album:6T4kLqRny6Fe3CgOP6ahbt","Home To Another One","spotify:artist:2kRfqPViCqYdSGhYSM9R0Q","Madison Beer","2023-06-02","https://i.scdn.co/image/ab67616d0000b273e025532cdd247f4981373af9","1","1","149108","https://p.scdn.co/mp3-preview/e72b45abd1df2b97db4e16dac554b72ef7b60df2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","USSM12302101","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:6rPjqbbTziInbIzkpRZXio","Light Blue","spotify:artist:04ei5kNgmDuNAydFhhIHnD, spotify:artist:5CXdWANGwYYRPClH6hhC0P","Landon Cube, Kid Bloom","spotify:album:2SYGbv2RKvUtgSrwWAKKNj","Sapphire","spotify:artist:04ei5kNgmDuNAydFhhIHnD","Landon Cube","2020-12-04","https://i.scdn.co/image/ab67616d0000b27338438326bc47adbdece63a43","1","4","150260","https://p.scdn.co/mp3-preview/643ed1da6dc125dbcc149e8355145c875c2b0393?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","USUM72022601","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:6prcYY7aL9SaUiNAGfSE6s","Slam The Door","spotify:artist:04ei5kNgmDuNAydFhhIHnD","Landon Cube","spotify:album:2SYGbv2RKvUtgSrwWAKKNj","Sapphire","spotify:artist:04ei5kNgmDuNAydFhhIHnD","Landon Cube","2020-12-04","https://i.scdn.co/image/ab67616d0000b27338438326bc47adbdece63a43","1","2","178302","https://p.scdn.co/mp3-preview/9f05662136f43d996330e153b57c5c937d7258aa?cid=9950ac751e34487dbbe027c4fd7f8e99","true","34","USUM72022600","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:2aPTvyE09vUCRwVvj0I8WK","Sundress","spotify:artist:13ubrt8QOOCPljQ2FL1Kca","A$AP Rocky","spotify:album:3AlyvIIMZyT5LjWFeK5LSl","Sundress","spotify:artist:13ubrt8QOOCPljQ2FL1Kca","A$AP Rocky","2018-11-20","https://i.scdn.co/image/ab67616d0000b2731ae967e4a02c7a39eb3c189b","1","1","158205","https://p.scdn.co/mp3-preview/4cc0018584f7e316a81616be3bf66c9d9a42ed0e?cid=9950ac751e34487dbbe027c4fd7f8e99","true","80","USRC11803252","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:2AYEOC02WLhUiOoaig2SEH","Out of My League","spotify:artist:4AcHt3JxKy59IX7JNNlZn4","Fitz and The Tantrums","spotify:album:3IWUFJCM3CvCCQIHQ4vtRK","More Than Just a Dream (Deluxe Edition)","spotify:artist:4AcHt3JxKy59IX7JNNlZn4","Fitz and The Tantrums","2013-05-07","https://i.scdn.co/image/ab67616d0000b2735e145eb24e282b9554501a27","1","1","209386","https://p.scdn.co/mp3-preview/d50d8b3ce46da19a8f6b63539be7a10faee9a569?cid=9950ac751e34487dbbe027c4fd7f8e99","false","75","USAT21300149","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:1Ib6RGb1Wmdl0r7D9PY36i","OLD NEWS (feat. Baird)","spotify:artist:1Bl6wpkWCQ4KVgnASpvzzA, spotify:artist:7GdGZWPHxDEu0ppvLoB4GO","BROCKHAMPTON, Baird","spotify:album:6sPcgDto5EI6EBPc2jhDC7","ROADRUNNER: NEW LIGHT, NEW MACHINE","spotify:artist:1Bl6wpkWCQ4KVgnASpvzzA","BROCKHAMPTON","2021-04-09","https://i.scdn.co/image/ab67616d0000b273bcfe3442f0a375df1d21efcf","1","8","193560","https://p.scdn.co/mp3-preview/8be7c2f29a8be7b864c13b34f8fe6a8fe5918dc1?cid=9950ac751e34487dbbe027c4fd7f8e99","true","41","USRC12100222","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:4MODrNdQupGkrWScijvQvU","BASE","spotify:artist:7d3WFRME3vBY2cgoP38RDo","Lil Skies","spotify:album:6bZ603gg1uZVONvzyCLA0d","BASE","spotify:artist:7d3WFRME3vBY2cgoP38RDo","Lil Skies","2023-05-19","https://i.scdn.co/image/ab67616d0000b27350b6781a16a16184c0399df6","1","1","184615","https://p.scdn.co/mp3-preview/38977a2e46f6b5792f48e3b6ec16f20fca93a727?cid=9950ac751e34487dbbe027c4fd7f8e99","true","51","QM24S2303408","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:2vlHDzwGvAMvmedECnh9b7","RAGE!","spotify:artist:7d3WFRME3vBY2cgoP38RDo","Lil Skies","spotify:album:6CztV694WqU3ECCreUvp7m","RAGE!","spotify:artist:7d3WFRME3vBY2cgoP38RDo","Lil Skies","2022-11-27","https://i.scdn.co/image/ab67616d0000b2736e8144fa706593f385edf60f","1","1","222857","https://p.scdn.co/mp3-preview/d6042e61af8f212e59372e268d5306fc2fee7eb5?cid=9950ac751e34487dbbe027c4fd7f8e99","true","56","USAT22221553","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:4bZd0nRuX8HyjeXAUBczvm","I Cry","spotify:artist:0jnsk9HBra6NMjO2oANoPY","Flo Rida","spotify:album:7eLwoxxWs6lfkVYJGkGNbk","Wild Ones","spotify:artist:0jnsk9HBra6NMjO2oANoPY","Flo Rida","2012-06-22","https://i.scdn.co/image/ab67616d0000b273871d85943145dde548f4ae09","1","8","223800","https://p.scdn.co/mp3-preview/677818325ecfeb591d3e91779d54c7974c0d3d39?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","USAT21202584","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:6jg5SRvdGxvJ0DzNV0UqEK","Please Don't Go","spotify:artist:2KsP6tYLJlTBvSUxnwlVWa","Mike Posner","spotify:album:2nnIlWcriIqcJtjduWcTRl","31 Minutes to Takeoff","spotify:artist:2KsP6tYLJlTBvSUxnwlVWa","Mike Posner","2010-08-09","https://i.scdn.co/image/ab67616d0000b273d6165c0d6eba7e5bf3fca16d","1","2","196813","https://p.scdn.co/mp3-preview/d33396175c666bd21031d96270b4cd015b6f5713?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","USJAY1000077","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:2V4bv1fNWfTcyRJKmej6Sj","Cooler Than Me - Single Mix","spotify:artist:2KsP6tYLJlTBvSUxnwlVWa, spotify:artist:1Bo8Afb2Qbjs4x6kJHyjle","Mike Posner, Gigamesh","spotify:album:2nnIlWcriIqcJtjduWcTRl","31 Minutes to Takeoff","spotify:artist:2KsP6tYLJlTBvSUxnwlVWa","Mike Posner","2010-08-09","https://i.scdn.co/image/ab67616d0000b273d6165c0d6eba7e5bf3fca16d","1","4","213293","https://p.scdn.co/mp3-preview/649f480a624454b97a73e354568fcfb9214fdd46?cid=9950ac751e34487dbbe027c4fd7f8e99","false","78","USJAY1000035","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:2u7mxWSeoqTXndK5e08jMp","Nowadays (feat. Landon Cube)","spotify:artist:7d3WFRME3vBY2cgoP38RDo, spotify:artist:04ei5kNgmDuNAydFhhIHnD","Lil Skies, Landon Cube","spotify:album:0CuYNS755Ow710G2E7aLDE","Life of a Dark Rose","spotify:artist:7d3WFRME3vBY2cgoP38RDo","Lil Skies","2017-12-12","https://i.scdn.co/image/ab67616d0000b273c56dcd1015c1ffb8c56d2988","1","14","203907","https://p.scdn.co/mp3-preview/ecf3cb2a2c36fc860fad841a4267f8a21039fffd?cid=9950ac751e34487dbbe027c4fd7f8e99","true","68","USAT21705314","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:11pEKMLmavDu8fxOB5QjbQ","Pipe Down","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","spotify:album:3SpBlxme9WbeQdI9kx7KAV","Certified Lover Boy","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2021-09-03","https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f","1","10","205721","https://p.scdn.co/mp3-preview/d86daa73d763b3f6139133b9accb6f0ffbdf9ace?cid=9950ac751e34487dbbe027c4fd7f8e99","true","75","USUG12104406","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:00zk0uua6s2ifh0Nc3ppfW","Nun id change","spotify:artist:3qiHUAX7zY4Qnjx8TNUzVx","Yeat","spotify:album:25Uddgldy3slnChqKqHsIM","AftërLyfe","spotify:artist:3qiHUAX7zY4Qnjx8TNUzVx","Yeat","2023-02-24","https://i.scdn.co/image/ab67616d0000b2733f560650c583444498c214f0","1","5","211253","https://p.scdn.co/mp3-preview/d1c7925c7ec93f2658c1d3132dbd9d5fd06451fd?cid=9950ac751e34487dbbe027c4fd7f8e99","true","80","USUM72302099","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:0pwnoUhy57HdGjj1zNzzNV","DEATH","spotify:artist:63yrD80RY3RNEM2YDpUpO8","Melanie Martinez","spotify:album:4kI7ZZF6CgDGFTjZNFwXYG","PORTALS","spotify:artist:63yrD80RY3RNEM2YDpUpO8","Melanie Martinez","2023-03-31","https://i.scdn.co/image/ab67616d0000b273c8198f7160d64bb9e8eae7c1","1","1","306655","https://p.scdn.co/mp3-preview/1ec0f0a4548cae8cc5fc590cef3f63d321b257f5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","USAT22220417","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:2X3noddA1Gi8OmJVRP4eYC","Sweet (feat. Fousheé)","spotify:artist:0fGcIStdT1OpFFhOC7Wp36, spotify:artist:6trIghKwHRUyxwvm66HLHH","Teezo Touchdown, Fousheé","spotify:album:2zm0qaBZaaH4zAaCCqU2cF","How Do You Sleep At Night?","spotify:artist:0fGcIStdT1OpFFhOC7Wp36","Teezo Touchdown","2023-09-08","https://i.scdn.co/image/ab67616d0000b2739fb52116a804cc8d8b3780d0","1","4","132786","https://p.scdn.co/mp3-preview/6779ab845dc2ebe8417a6fb529b51531b8142ea8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","USRC12302246","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:16Of7eeW44kt0a1M0nitHM","You Make Me Feel... (feat. Sabi)","spotify:artist:2aYJ5LAta2ScCdfLhKgZOY, spotify:artist:3tB8VKd0rtEnc9x8l78ymo","Cobra Starship, Sabi","spotify:album:5gXDrzBIzmAhiE0dNKwy0i","Night Shades","spotify:artist:2aYJ5LAta2ScCdfLhKgZOY","Cobra Starship","2011-08-29","https://i.scdn.co/image/ab67616d0000b273a4c01842096428fb14859bdc","1","2","215693","https://p.scdn.co/mp3-preview/33df42e0397bd8d33cf360bb948218746844b9a1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","72","USAT21100959","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:0QIjsbm2fh1cJ45XO9eGqq","Wake Up in the Sky","spotify:artist:13y7CgLHjMVRMDqxdx0Xdo, spotify:artist:0du5cEVh5yTK9QJze8zA0C, spotify:artist:46SHBwWsqBkxI7EeeBEQG7","Gucci Mane, Bruno Mars, Kodak Black","spotify:album:7mkyc2BUahNfo0orKzqNGB","Wake Up in the Sky","spotify:artist:13y7CgLHjMVRMDqxdx0Xdo, spotify:artist:0du5cEVh5yTK9QJze8zA0C, spotify:artist:46SHBwWsqBkxI7EeeBEQG7","Gucci Mane, Bruno Mars, Kodak Black","2018-09-14","https://i.scdn.co/image/ab67616d0000b273b64fc7036d0fccef26f9f7e8","1","1","204664","https://p.scdn.co/mp3-preview/6a8b8a604866070283a65bc021cb51330555e9c7?cid=9950ac751e34487dbbe027c4fd7f8e99","true","80","USAT21811087","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:4k6Uh1HXdhtusDW5y8Gbvy","Bad Habit","spotify:artist:57vWImR43h4CaDao012Ofp","Steve Lacy","spotify:album:3Ks0eeH0GWpY4AU20D5HPD","Gemini Rights","spotify:artist:57vWImR43h4CaDao012Ofp","Steve Lacy","2022-07-15","https://i.scdn.co/image/ab67616d0000b27368968350c2550e36d96344ee","1","5","232066","https://p.scdn.co/mp3-preview/efe7c2fdd8fa727a108a1270b114ebedabfd766c?cid=9950ac751e34487dbbe027c4fd7f8e99","true","83","USRC12201440","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:2DQayQSTaomynGyTLXzGs0","Wandered To LA (with Justin Bieber)","spotify:artist:4MCBfE4596Uoi2O4DtmEMz, spotify:artist:1uNFoZAHBGtllmzznpCI3s","Juice WRLD, Justin Bieber","spotify:album:1typPCwqyXMfFpvDZAyKew","Fighting Demons (Deluxe)","spotify:artist:4MCBfE4596Uoi2O4DtmEMz","Juice WRLD","2022-03-18","https://i.scdn.co/image/ab67616d0000b2737459992b444de38842b9bee7","1","6","188833","https://p.scdn.co/mp3-preview/2511f26f68a54d289b6bf642a35e658302365a97?cid=9950ac751e34487dbbe027c4fd7f8e99","true","65","USUG12105746","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:1X8E4vVoOM3BpSQlEDSjjM","Burn","spotify:artist:4MCBfE4596Uoi2O4DtmEMz","Juice WRLD","spotify:album:1typPCwqyXMfFpvDZAyKew","Fighting Demons (Deluxe)","spotify:artist:4MCBfE4596Uoi2O4DtmEMz","Juice WRLD","2022-03-18","https://i.scdn.co/image/ab67616d0000b2737459992b444de38842b9bee7","1","1","217222","https://p.scdn.co/mp3-preview/6754950c4745ebaaa4b2bc0a2280178c75ee17b6?cid=9950ac751e34487dbbe027c4fd7f8e99","true","72","USUG12105417","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:55sgQENF3LY1sUcJUwasLl","Don’t Go (with Justin Bieber & Don Toliver)","spotify:artist:5he5w2lnU9x7JFhnwcekXX, spotify:artist:1uNFoZAHBGtllmzznpCI3s, spotify:artist:4Gso3d4CscCijv0lmajZWs","Skrillex, Justin Bieber, Don Toliver","spotify:album:76HLs4wSTOuCNwcGl4dycr","Don’t Go (with Justin Bieber & Don Toliver)","spotify:artist:5he5w2lnU9x7JFhnwcekXX, spotify:artist:1uNFoZAHBGtllmzznpCI3s, spotify:artist:4Gso3d4CscCijv0lmajZWs","Skrillex, Justin Bieber, Don Toliver","2021-08-20","https://i.scdn.co/image/ab67616d0000b27331e53a199694be10fbe9abd3","1","1","168253","https://p.scdn.co/mp3-preview/df898f62993ee51db4c78bb89142ab015e2b618c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","USAT22101786","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:6bxUnsSGZCmoHHU5auwtps","Beware","spotify:artist:0c173mlxpT3dSFRgMO8XPh, spotify:artist:55Aa2cqylxrFIXC767Z865, spotify:artist:5ZS223C6JyBfXasXxrRqOk","Big Sean, Lil Wayne, Jhené Aiko","spotify:album:5RlT8X7XGGLKUhoimrDl54","Hall Of Fame (Deluxe)","spotify:artist:0c173mlxpT3dSFRgMO8XPh","Big Sean","2013-01-01","https://i.scdn.co/image/ab67616d0000b273d126daad8e8479dbad94610e","1","6","235186","https://p.scdn.co/mp3-preview/b92e81f4239565c496c5ce7d005913d825576cb7?cid=9950ac751e34487dbbe027c4fd7f8e99","true","73","USUM71307500","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:49vZduMPCMnDDrl1WBxUDk","Let Me Love You","spotify:artist:66CXWjxzNUsdJxJ2JdwvnR, spotify:artist:55Aa2cqylxrFIXC767Z865","Ariana Grande, Lil Wayne","spotify:album:3pdKKSqqLVIKmRTGw0x2N7","Dangerous Woman","spotify:artist:66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","2016-05-20","https://i.scdn.co/image/ab67616d0000b273628d506d5bddb09099db242c","1","6","223853","https://p.scdn.co/mp3-preview/0aa5625d7ccfc8a708f04d14f7e1f257564c70b3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","USUM71601828","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:2FTeQQ5Rg9tBpgpTF5mnhE","Still Think About You","spotify:artist:31W5EY0aAly4Qieq6OFu6I","A Boogie Wit da Hoodie","spotify:album:2OQEAqShAl6SodrGhmYZ4Z","Artist","spotify:artist:31W5EY0aAly4Qieq6OFu6I","A Boogie Wit da Hoodie","2016-09-16","https://i.scdn.co/image/ab67616d0000b27370ed76855fb92d540a595463","1","2","246987","https://p.scdn.co/mp3-preview/b1972997353323a3a4bb8f27836a57041960c14a?cid=9950ac751e34487dbbe027c4fd7f8e99","true","78","USAT21602670","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:06EL94D0TA27Ik0Ke5usbj","The Way","spotify:artist:66CXWjxzNUsdJxJ2JdwvnR, spotify:artist:4LLpKhyESsyAXpc4laK94U","Ariana Grande, Mac Miller","spotify:album:5xSvNPstcxHtR4ap2vvN8A","Yours Truly","spotify:artist:66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","2013-01-01","https://i.scdn.co/image/ab67616d0000b2734bb9f35da9ff34b1e2314d8e","1","8","227026","https://p.scdn.co/mp3-preview/588478fc848373a3c0d7341385abdae48ab3a6bc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","USUM71302939","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:4Cy0RmJ3wVnlfdDlzqoZ1H","NEW SHOES","spotify:artist:1Bl6wpkWCQ4KVgnASpvzzA","BROCKHAMPTON","spotify:album:0EICXG4UBIAUOKVlfBGipA","TM","spotify:artist:1Bl6wpkWCQ4KVgnASpvzzA","BROCKHAMPTON","2022-11-18","https://i.scdn.co/image/ab67616d0000b2731e816be3575d007cc77bac94","1","4","198293","https://p.scdn.co/mp3-preview/e19d4a190c11d78d15ae63365a807029292d8438?cid=9950ac751e34487dbbe027c4fd7f8e99","true","48","USRC12203505","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:7ef4DlsgrMEH11cDZd32M6","One Kiss (with Dua Lipa)","spotify:artist:7CajNmpbOovFoOoasH2HaY, spotify:artist:6M2wZ9GZgrQXHCFfjv46we","Calvin Harris, Dua Lipa","spotify:album:7GEzhoTiqcPYkOprWQu581","One Kiss (with Dua Lipa)","spotify:artist:7CajNmpbOovFoOoasH2HaY, spotify:artist:6M2wZ9GZgrQXHCFfjv46we","Calvin Harris, Dua Lipa","2018-04-06","https://i.scdn.co/image/ab67616d0000b273d09f96d82310d4d77c14c108","1","1","214846","https://p.scdn.co/mp3-preview/0c09da1fe6f1da091c05057835e6be2312e2dc18?cid=9950ac751e34487dbbe027c4fd7f8e99","false","86","GBARL1800368","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:2FDTHlrBguDzQkp7PVj16Q","Sprinter","spotify:artist:6Ip8FS7vWT1uKkJSweANQK, spotify:artist:5H4yInM5zmHqpKIoMNAx4r","Dave, Central Cee","spotify:album:5l0QlaI3wdZpE7ggoO5Rwg","Sprinter","spotify:artist:6Ip8FS7vWT1uKkJSweANQK, spotify:artist:5H4yInM5zmHqpKIoMNAx4r","Dave, Central Cee","2023-06-01","https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60","1","1","229133","https://p.scdn.co/mp3-preview/2e97b9631a29437339458578ad607eb22d23663a?cid=9950ac751e34487dbbe027c4fd7f8e99","true","91","GBUM72305159","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
"spotify:track:2y4lAQpi5VTNLu2ldeTdUH","We Can't Stop","spotify:artist:5YGY8feqx7naU7z4HrwZM6","Miley Cyrus","spotify:album:3RDqXDc1bAETps54MSSOW0","Bangerz (Deluxe Version)","spotify:artist:5YGY8feqx7naU7z4HrwZM6","Miley Cyrus","2013-10-04","https://i.scdn.co/image/ab67616d0000b2736b18d0490878750cd69abf2c","1","2","231240","https://p.scdn.co/mp3-preview/2832db9492a17af6654d86be3ae07d4baa1f55ab?cid=9950ac751e34487dbbe027c4fd7f8e99","false","80","USRC11300686","spotify:user:zh5yvrwb21onyg9h07jxnoab5","2023-11-12T08:02:15Z"
